Word,Unit,Qty,Srv,Ing
the,O,O,O,O
sugar,O,O,O,O
and,O,O,O,O
water,O,O,O,O
.,O,O,O,O
dissolve,O,O,O,O
the,O,O,O,O
corn,O,O,O,O
##star,O,O,O,O
##ch,O,O,O,O
in,O,O,O,O
a,O,O,O,O
little,O,O,O,O
of,O,O,O,O
the,O,O,O,O
water,O,O,O,O
;,O,O,O,O
add,O,O,O,O
to,O,O,O,O
the,O,O,O,O
mixture,O,O,O,O
and,O,O,O,O
cook,O,O,O,O
till,O,O,O,O
all,O,O,O,O
thick,O,O,O,O
##ens,O,O,O,O
and,O,O,O,O
looks,O,O,O,O
clear,O,O,O,O
.,O,O,O,O
allow,O,O,O,O
to,O,O,O,O
cool,O,O,O,O
.,O,O,O,O
spread,O,O,O,O
about,O,O,O,O
an,O,O,O,O
inch,O,O,O,O
thick,O,O,O,O
on,O,O,O,O
a,O,O,O,O
white,O,O,O,O
or,O,O,O,O
yellow,O,O,O,O
cake,O,O,O,O
which,O,O,O,O
has,O,O,O,O
been,O,O,O,O
baked,O,O,O,O
in,O,O,O,O
two,O,O,O,O
layers,O,O,O,O
.,O,O,O,O
top,O,O,O,O
this,O,O,O,O
with,O,O,O,O
stiffly,O,O,O,O
whipped,O,O,O,O
cream,O,O,O,O
and,O,O,O,O
sp,O,O,O,O
##rin,O,O,O,O
##kle,O,O,O,O
with,O,O,O,O
ground,O,O,O,O
nuts,O,O,O,O
.,O,O,O,O
cut,O,O,O,O
in,O,O,O,O
squares,O,O,O,O
and,O,O,O,O
serve,O,O,O,O
.,O,O,O,O
lei,O,O,O,O
##la,O,O,O,O
fore,O,O,O,O
##sman,O,O,O,O
hanson,O,O,O,O
brook,O,O,O,O
ind,O,O,O,O
.,O,O,O,O
de,O,O,O,O
pau,O,O,O,O
##w,O,O,O,O
university,O,O,O,O
.,O,O,O,O
fu,O,O,O,O
##dge,O,O,O,O
pudding,O,O,O,O
2,O,B-Qty,O,O
ounce,B-Unit,O,O,O
##s,I-Unit,O,O,O
chocolate,O,O,O,B-Ing
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
salt,O,O,O,B-Ing
1,O,B-Qty,O,O
1,O,I-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
pin,B-Unit,O,O,O
##ts,I-Unit,O,O,O
milk,O,O,O,B-Ing
2,O,B-Qty,O,O
cups,B-Unit,O,O,O
sugar,O,O,O,B-Ing
1,O,B-Qty,O,O
pin,B-Unit,O,O,O
##t,I-Unit,O,O,O
bread,O,O,O,B-Ing
cr,O,O,O,I-Ing
##umb,O,O,O,I-Ing
##s,O,O,O,I-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
dates,O,O,O,B-Ing
2,O,B-Qty,O,O
eggs,B-Unit,O,O,B-Ing
3,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
butter,O,O,O,B-Ing
heat,O,O,O,O
milk,O,O,O,O
butter,O,O,O,O
chocolate,O,O,O,O
and,O,O,O,O
salt,O,O,O,O
and,O,O,O,O
pour,O,O,O,O
over,O,O,O,O
the,O,O,O,O
cr,O,O,O,O
##umb,O,O,O,O
##s,O,O,O,O
.,O,O,O,O
cool,O,O,O,O
slightly,O,O,O,O
and,O,O,O,O
add,O,O,O,O
beaten,O,O,O,O
eggs,O,O,O,O
.,O,O,O,O
then,O,O,O,O
add,O,O,O,O
sugar,O,O,O,O
or,O,O,O,O
it,O,O,O,O
may,O,O,O,O
be,O,O,O,O
put,O,O,O,O
in,O,O,O,O
with,O,O,O,O
milk,O,O,O,O
when,O,O,O,O
heated,O,O,O,O
.,O,O,O,O
add,O,O,O,O
fruit,O,O,O,O
.,O,O,O,O
ba,O,O,O,O
##ke,O,O,O,O
in,O,O,O,O
butter,O,O,O,O
##ed,O,O,O,O
dish,O,O,O,O
for,O,O,O,O
fifty,O,O,O,O
or,O,O,O,O
sixty,O,O,O,O
minutes,O,O,O,O
in,O,O,O,O
moderate,O,O,O,O
oven,O,O,O,O
edith,O,O,O,O
spec,O,O,O,O
##km,O,O,O,O
##an,O,O,O,O
kern,O,O,O,O
chicago,O,O,O,O
iii,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
minnesota,O,O,O,O
.,O,O,O,O
steamed,O,O,O,O
date,O,O,O,O
pudding,O,O,O,O
3,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
butter,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
mo,O,O,O,B-Ing
##lass,O,O,O,I-Ing
##es,O,O,O,I-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
milk,O,O,O,B-Ing
3,O,B-Qty,O,O
cups,B-Unit,O,O,O
flour,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
soda,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
salt,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
cl,O,O,O,B-Ing
##ove,O,O,O,I-Ing
##s,O,O,O,I-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
all,O,O,O,B-Ing
##sp,O,O,O,I-Ing
##ice,O,O,O,I-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
nut,O,O,O,B-Ing
##me,O,O,O,I-Ing
##g,O,O,O,I-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
pound,B-Unit,O,O,O
dates,O,O,O,B-Ing
cut,O,O,O,O
in,O,O,O,O
small,B-Unit,O,O,O
pieces,O,O,O,O
melt,O,O,O,O
butter,O,O,O,O
add,O,O,O,O
mo,O,O,O,O
##lass,O,O,O,O
##es,O,O,O,O
and,O,O,O,O
milk,O,O,O,O
.,O,O,O,O
then,O,O,O,O
add,O,O,O,O
all,O,O,O,O
the,O,O,O,O
dry,O,O,O,O
ingredients,O,O,O,O
which,O,O,O,O
have,O,O,O,O
been,O,O,O,O
si,O,O,O,O
##fted,O,O,O,O
together,O,O,O,O
and,O,O,O,O
the,O,O,O,O
dates,O,O,O,O
.,O,O,O,O
steam,O,O,O,O
for,O,O,O,O
two,O,O,O,O
and,O,O,O,O
one,O,O,O,O
-,O,O,O,O
half,O,O,O,O
hours,O,O,O,O
serve,O,O,O,O
hot,O,O,O,O
with,O,O,O,O
the,O,O,O,O
date,O,O,O,O
pudding,O,O,O,O
.,O,O,O,O
esther,O,O,O,O
hunter,O,O,O,O
on,O,O,O,O
##g,O,O,O,O
champaign,O,O,O,O
ill,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
illinois,O,O,O,O
.,O,O,O,O
apr,O,O,O,O
##ico,O,O,O,O
##t,B-Unit,O,O,O
so,O,O,O,O
##uf,O,O,O,O
##fle,O,O,O,O
6,O,B-Qty,O,O
apr,B-Ing,O,O,B-Ing
##ico,I-Unit,O,O,I-Ing
##ts,I-Unit,O,O,I-Ing
cooked,O,O,O,O
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
sugar,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
milk,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
water,O,O,O,B-Ing
2,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
butter,O,O,O,B-Ing
4,O,B-Qty,O,O
eggs,B-Unit,O,O,B-Ing
put,O,O,O,O
butter,O,O,O,O
in,O,O,O,O
sauce,O,O,O,O
##pan,O,O,O,O
on,O,O,O,O
stove,O,O,O,O
add,O,O,O,O
milk,O,O,O,O
and,O,O,O,O
stir,O,O,O,O
till,O,O,O,O
it,O,O,O,O
boil,O,O,O,O
##s,O,O,O,O
.,O,O,O,O
add,O,O,O,O
fruit,O,O,O,O
boil,O,O,O,O
eight,O,O,O,O
minutes,O,O,O,O
.,O,O,O,O
remove,O,O,O,O
from,O,O,O,O
fire,O,O,O,O
.,O,O,O,O
add,O,O,O,O
beaten,O,O,O,O
egg,O,O,O,O
yo,O,O,O,O
##lk,O,O,O,O
##s,O,O,O,O
slowly,O,O,O,O
.,O,O,O,O
fold,O,O,O,O
in,O,O,O,O
beaten,O,O,O,O
egg,O,O,O,O
whites,O,O,O,O
.,O,O,O,O
pour,O,O,O,O
into,O,O,O,O
butter,O,O,O,O
##ed,O,O,O,O
pan,O,O,O,O
and,O,O,O,O
ba,O,O,O,O
##ke,O,O,O,O
in,O,O,O,O
moderate,O,O,O,O
oven,O,O,O,O
until,O,O,O,O
firm,O,O,O,O
.,O,O,O,O
serve,O,O,O,O
at,O,O,O,O
once,O,O,O,O
.,O,O,O,O
ella,O,O,O,O
record,O,O,O,O
cambridge,O,O,O,O
ill,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
illinois,O,O,O,O
.,O,O,O,O
ce,O,O,O,O
##ge,O,O,O,O
w,O,O,O,O
o,O,O,O,O
m,O,O,O,O
a,O,O,O,O
n,O,O,O,O
s,O,O,O,O
c,O,O,O,O
o,O,O,O,O
o,O,O,O,O
k,O,O,O,O
b,O,O,O,O
o,O,O,O,O
o,O,O,O,O
k,O,O,O,O
55,O,O,O,O
chocolate,O,O,O,O
so,O,O,O,O
##uf,O,O,O,O
##fle,O,O,O,O
1,O,B-Qty,O,O
/,O,I-Qty,O,O
3,O,I-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##n,I-Unit,O,O,O
butter,O,O,O,B-Ing
2,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
sugar,O,O,O,O
1,O,B-Qty,O,O
/,O,I-Qty,O,O
3,O,I-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##n,I-Unit,O,O,O
flour,O,O,O,B-Ing
2,O,B-Qty,O,O
/,O,I-Qty,O,O
3,O,I-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##n,I-Unit,O,O,O
hot,O,O,O,O
water,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
cup,B-Unit,O,O,O
milk,O,O,O,B-Ing
1,O,B-Qty,O,O
egg,B-Unit,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
square,B-Unit,O,O,O
bitter,O,O,O,B-Ing
chocolate,O,O,O,I-Ing
vanilla,O,O,O,B-Ing
melt,O,O,O,O
butter,O,O,O,O
add,O,O,O,O
flour,O,O,O,O
;,O,O,O,O
while,O,O,O,O
stirring,O,O,O,O
add,O,O,O,O
milk,O,O,O,O
slowly,O,O,O,O
.,O,O,O,O
cook,O,O,O,O
until,O,O,O,O
boiling,O,O,O,O
point,O,O,O,O
is,O,O,O,O
reached,O,O,O,O
.,O,O,O,O
melt,O,O,O,O
chocolate,O,O,O,O
over,O,O,O,O
hot,O,O,O,O
water,O,O,O,O
add,O,O,O,O
sugar,O,O,O,O
and,O,O,O,O
water,O,O,O,O
stir,O,O,O,O
until,O,O,O,O
smooth,O,O,O,O
.,O,O,O,O
combine,O,O,O,O
the,O,O,O,O
mixture,O,O,O,O
and,O,O,O,O
add,O,O,O,O
well,O,O,O,O
beaten,O,O,O,O
yo,O,O,O,O
##lk,O,O,O,O
.,O,O,O,O
cool,O,O,O,O
.,O,O,O,O
fold,O,O,O,O
in,O,O,O,O
stiffly,O,O,O,O
beaten,O,O,O,O
whites,O,O,O,O
and,O,O,O,O
add,O,O,O,O
vanilla,O,O,O,O
.,O,O,O,O
ba,O,O,O,O
##ke,O,O,O,O
twenty,O,O,O,O
-,O,O,O,O
five,O,O,O,O
minutes,O,O,O,O
in,O,O,O,O
moderate,O,O,O,O
oven,O,O,O,O
.,O,O,O,O
serve,O,O,O,O
with,O,O,O,O
whipped,O,O,O,O
cream,O,O,O,O
.,O,O,O,O
evelyn,O,O,O,O
woodward,O,O,O,O
berkeley,O,O,O,O
cal,O,O,O,O
##if,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
california,O,O,O,O
.,O,O,O,O
lemon,O,O,O,O
so,O,O,O,O
##uf,O,O,O,O
##fle,O,O,O,O
yo,O,O,O,O
##lk,O,O,O,O
##s,O,O,O,O
4,O,B-Qty,O,O
eggs,B-Unit,O,O,B-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
sugar,O,O,O,B-Ing
gr,O,O,O,B-Ing
##ated,O,O,O,I-Ing
ri,O,O,O,I-Ing
##nd,O,O,O,I-Ing
and,O,O,O,I-Ing
juice,O,O,O,I-Ing
1,O,B-Qty,O,I-Ing
lemon,B-Unit,O,O,I-Ing
whites,O,O,O,O
of,O,O,O,O
4,O,B-Qty,O,O
eggs,B-Unit,O,O,B-Ing
beat,O,O,O,O
yo,O,O,O,O
##lk,O,O,O,O
##s,O,O,O,O
until,O,O,O,O
thick,O,O,O,O
and,O,O,O,O
lemon,O,O,O,O
colored,O,O,O,O
add,O,O,O,O
sugar,O,O,O,O
gradually,O,O,O,O
and,O,O,O,O
continue,O,O,O,O
beating,O,O,O,O
;,O,O,O,O
add,O,O,O,O
lemon,O,O,O,O
ri,O,O,O,O
##nd,O,O,O,O
and,O,O,O,O
juice,O,O,O,O
.,O,O,O,O
fold,O,O,O,O
in,O,O,O,O
egg,O,O,O,O
whites,O,O,O,O
.,O,O,O,O
turn,O,O,O,O
into,O,O,O,O
butter,O,O,O,O
##ed,O,O,O,O
dish,O,O,O,O
place,O,O,O,O
in,O,O,O,O
pan,O,O,O,O
of,O,O,O,O
warm,O,O,O,O
water,O,O,O,O
and,O,O,O,O
ba,O,O,O,O
##ke,O,O,O,O
in,O,O,O,O
a,O,O,O,O
moderate,O,O,O,O
oven,O,O,O,O
until,O,O,O,O
firm,O,O,O,O
.,O,O,O,O
serve,O,O,O,O
with,O,O,O,O
hot,O,O,O,O
sauce,O,O,O,O
.,O,O,O,O
sauce,O,O,O,O
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
sugar,O,O,O,B-Ing
1,O,B-Qty,O,O
egg,B-Unit,O,O,B-Ing
juice,O,O,O,B-Ing
of,O,O,O,I-Ing
1,O,B-Qty,O,I-Ing
/,O,I-Qty,O,I-Ing
2,O,I-Qty,O,I-Ing
lemon,B-Unit,O,O,I-Ing
beat,O,O,O,O
and,O,O,O,O
pour,O,O,O,O
into,O,O,O,O
six,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
hot,O,O,O,B-Ing
milk,O,O,O,I-Ing
.,O,O,O,O
let,O,O,O,O
come,O,O,O,O
to,O,O,O,O
boiling,O,O,O,O
point,O,O,O,O
.,O,O,O,O
margaret,O,O,O,O
roberts,O,O,O,O
jones,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
wisconsin,O,O,O,O
.,O,O,O,O
sailor,O,O,O,O
',O,O,O,O
s,O,O,O,O
duff,O,O,O,O
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
mo,O,O,O,B-Ing
##lass,O,O,O,I-Ing
##es,O,O,O,I-Ing
1,O,B-Qty,O,O
egg,B-Unit,O,O,B-Ing
2,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
sugar,O,O,O,B-Ing
2,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
melted,O,O,O,O
butter,O,O,O,B-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
soda,O,O,O,B-Ing
1,O,B-Qty,O,O
1,O,I-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cups,B-Unit,O,O,O
flour,O,O,O,B-Ing
hot,O,O,O,B-Ing
water,O,O,O,I-Ing
beat,O,O,O,O
well,O,O,O,O
and,O,O,O,O
add,O,O,O,O
one,O,O,O,O
-,O,O,O,O
half,O,O,O,O
cup,O,O,O,O
boiling,O,O,O,O
water,O,O,O,O
and,O,O,O,O
steam,O,O,O,O
one,O,O,O,O
hour,O,O,O,O
.,O,O,O,O
sauce,O,O,O,O
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
brown,O,O,O,B-Ing
sugar,O,O,O,I-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
butter,O,O,O,B-Ing
1,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##n,I-Unit,O,O,O
corn,O,O,O,B-Ing
##star,O,O,O,I-Ing
##ch,O,O,O,I-Ing
in,O,O,O,O
cold,O,O,O,O
water,O,O,O,O
to,O,O,O,O
make,O,O,O,O
a,O,O,O,O
smooth,O,O,O,O
paste,O,O,O,O
.,O,O,O,O
pour,O,O,O,O
over,O,O,O,O
this,O,O,O,O
two,O,O,O,O
cups,O,O,O,O
boiling,O,O,O,O
water,O,O,O,O
.,O,O,O,O
cook,O,O,O,O
till,O,O,O,O
it,O,O,O,O
thick,O,O,O,O
##ens,O,O,O,O
and,O,O,O,O
flavor,O,O,O,O
with,O,O,O,O
vanilla,O,O,O,O
.,O,O,O,O
josephine,O,O,O,O
compton,O,O,O,O
ann,O,O,O,O
arbor,O,O,O,O
mic,O,O,O,O
##h,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
michigan,O,O,O,O
.,O,O,O,O
cara,O,O,O,O
##mel,O,O,O,O
##ized,O,O,O,O
apples,O,O,O,O
dissolve,O,O,O,O
1,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##n,I-Unit,O,O,O
gel,O,O,O,B-Ing
##a,O,O,O,I-Ing
-,O,O,O,I-Ing
tin,O,O,O,I-Ing
##e,O,O,O,I-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
cup,B-Unit,O,O,O
cream,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
cup,B-Unit,O,O,O
cold,O,O,O,O
water,O,O,O,B-Ing
3,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
cup,B-Unit,O,O,O
chopped,O,O,O,B-Ing
walnut,O,O,O,I-Ing
##s,O,O,O,I-Ing
6,O,B-Qty,O,O
apples,B-Unit,O,O,B-Ing
1,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##n,I-Unit,O,O,O
butter,O,O,O,B-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
brown,O,O,O,B-Ing
sugar,O,O,O,I-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
sugar,O,O,O,B-Ing
peel,O,O,O,O
and,O,O,O,O
core,O,O,O,O
apples,O,O,O,O
leaving,O,O,O,O
them,O,O,O,O
whole,O,O,O,O
.,O,O,O,O
cook,O,O,O,O
till,O,O,O,O
tender,O,O,O,O
in,O,O,O,O
the,O,O,O,O
syrup,O,O,O,O
made,O,O,O,O
by,O,O,O,O
boiling,O,O,O,O
the,O,O,O,O
white,O,O,O,O
sugar,O,O,O,O
and,O,O,O,O
water,O,O,O,O
ten,O,O,O,O
minutes,O,O,O,O
.,O,O,O,O
cook,O,O,O,O
brown,O,O,O,O
sugar,O,O,O,O
and,O,O,O,O
milk,O,O,O,O
and,O,O,O,O
butter,O,O,O,O
till,O,O,O,O
it,O,O,O,O
will,O,O,O,O
form,O,O,O,O
a,O,O,O,O
soft,O,O,O,O
ball,O,O,O,O
when,O,O,O,O
tested,O,O,O,O
in,O,O,O,O
cold,O,O,O,O
water,O,O,O,O
.,O,O,O,O
remove,O,O,O,O
from,O,O,O,O
fire,O,O,O,O
and,O,O,O,O
add,O,O,O,O
nuts,O,O,O,O
.,O,O,O,O
place,O,O,O,O
apples,O,O,O,O
in,O,O,O,O
dishes,O,O,O,O
ready,O,O,O,O
to,O,O,O,O
serve,O,O,O,O
.,O,O,O,O
fill,O,O,O,O
centers,O,O,O,O
with,O,O,O,O
nut,O,O,O,O
mixture,O,O,O,O
.,O,O,O,O
add,O,O,O,O
gel,O,O,O,O
##atin,O,O,O,O
##e,O,O,O,O
to,O,O,O,O
water,O,O,O,O
in,O,O,O,O
which,O,O,O,O
apples,O,O,O,O
were,O,O,O,O
cooked,O,O,O,O
and,O,O,O,O
pour,O,O,O,O
it,O,O,O,O
around,O,O,O,O
apples,O,O,O,O
.,O,O,O,O
serve,O,O,O,O
with,O,O,O,O
whipped,O,O,O,O
cream,O,O,O,O
.,O,O,O,O
serves,O,O,O,O
six,O,O,O,O
.,O,O,O,O
vera,O,O,O,O
fl,O,O,O,O
##ack,O,O,O,O
mac,O,O,O,O
##om,O,O,O,O
##b,O,O,O,O
ill,O,O,O,O
.,O,O,O,O
northwestern,O,O,O,O
university,O,O,O,O
.,O,O,O,O
cl,O,O,O,O
##l,O,O,O,O
w,O,O,O,O
m,O,O,O,O
a,O,O,O,O
n,O,O,O,O
s,O,O,O,O
c,O,O,O,O
o,O,O,O,O
k,O,O,O,O
b,O,O,O,O
o,O,O,O,O
o,O,O,O,O
k,O,O,O,O
56,O,O,O,O
refrigerator,O,O,O,O
cake,O,O,O,O
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
pound,B-Unit,O,O,O
un,O,O,O,B-Ing
##sal,O,O,O,I-Ing
##ted,O,O,O,I-Ing
butter,O,O,O,I-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
con,O,O,O,B-Ing
##fect,O,O,O,I-Ing
##ion,O,O,O,I-Ing
##er,O,O,O,I-Ing
',O,O,O,I-Ing
s,O,O,O,I-Ing
sugar,O,O,O,I-Ing
juice,O,O,O,B-Ing
of,O,O,O,I-Ing
1,O,B-Qty,O,I-Ing
lemon,B-Unit,O,O,I-Ing
juice,O,O,O,B-Ing
of,O,O,O,I-Ing
1,O,B-Qty,O,I-Ing
orange,B-Unit,O,O,I-Ing
2,O,B-Qty,O,O
dozen,O,I-Qty,O,O
lady,B-Unit,O,O,B-Ing
fingers,B-Unit,O,O,I-Ing
2,O,B-Qty,O,O
eggs,B-Unit,O,O,B-Ing
cream,O,O,O,O
butter,O,O,O,O
and,O,O,O,O
sugar,O,O,O,O
until,O,O,O,O
fluffy,O,O,O,O
;,O,O,O,O
add,O,O,O,O
eggs,O,O,O,O
one,O,O,O,O
at,O,O,O,O
a,O,O,O,O
time,O,O,O,O
;,O,O,O,O
then,O,O,O,O
lemon,O,O,O,O
and,O,O,O,O
orange,O,O,O,O
juice,O,O,O,O
beating,O,O,O,O
constantly,O,O,O,O
until,O,O,O,O
very,O,O,O,O
light,O,O,O,O
.,O,O,O,O
line,O,O,O,O
sides,O,O,O,O
and,O,O,O,O
bottom,O,O,O,O
of,O,O,O,O
mold,O,O,O,O
with,O,O,O,O
split,O,O,O,O
lady,O,O,O,O
fingers,O,O,O,O
and,O,O,O,O
pour,O,O,O,O
in,O,O,O,O
one,O,O,O,O
-,O,O,O,O
half,O,O,O,O
of,O,O,O,O
the,O,O,O,O
mixture,O,O,O,O
;,O,O,O,O
cover,O,O,O,O
with,O,O,O,O
layer,O,O,O,O
of,O,O,O,O
lady,O,O,O,O
fingers,O,O,O,O
;,O,O,O,O
pour,O,O,O,O
in,O,O,O,O
rest,O,O,O,O
of,O,O,O,O
mixture,O,O,O,O
and,O,O,O,O
again,O,O,O,O
cover,O,O,O,O
with,O,O,O,O
layer,O,O,O,O
of,O,O,O,O
lady,O,O,O,O
fingers,O,O,O,O
.,O,O,O,O
let,O,O,O,O
stand,O,O,O,O
in,O,O,O,O
refrigerator,O,O,O,O
twenty,O,O,O,O
-,O,O,O,O
four,O,O,O,O
hours,O,O,O,O
.,O,O,O,O
before,O,O,O,O
serving,O,O,O,O
cover,O,O,O,O
with,O,O,O,O
whipped,O,O,O,O
cream,O,O,O,O
.,O,O,O,O
this,O,O,O,O
recipe,O,O,O,O
will,O,O,O,O
serve,O,O,O,O
twelve,O,O,O,O
.,O,O,O,O
marguerite,O,O,O,O
c,O,O,O,O
.,O,O,O,O
lund,O,O,O,O
seattle,O,O,O,O
wash,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
washington,O,O,O,O
.,O,O,O,O
marsh,O,O,O,O
##ima,O,O,O,O
##llo,O,O,O,O
##w,O,O,O,O
pudding,O,O,O,O
2,O,B-Qty,O,O
cups,B-Unit,O,O,O
milk,O,O,O,B-Ing
2,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
corn,O,O,O,B-Ing
##star,O,O,O,I-Ing
##ch,O,O,O,I-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
sugar,O,O,O,B-Ing
16,O,B-Qty,O,O
marsh,B-Unit,O,O,B-Ing
##mal,I-Unit,O,O,I-Ing
##low,I-Unit,O,O,I-Ing
##s,I-Unit,O,O,I-Ing
2,O,B-Qty,O,O
egg,B-Unit,O,O,B-Ing
whites,I-Unit,O,O,I-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
vanilla,O,O,O,B-Unit
add,O,O,O,O
corn,O,O,O,O
##star,O,O,O,O
##ch,O,O,O,O
(,O,O,O,O
rubbed,O,O,O,O
smooth,O,O,O,O
in,O,O,O,O
little,O,O,O,O
cold,O,O,O,O
milk,O,O,O,O
),O,O,O,O
to,O,O,O,O
sc,O,O,O,O
##ald,O,O,O,O
##ed,O,O,O,O
milk,O,O,O,O
;,O,O,O,O
cook,O,O,O,O
about,O,O,O,O
fifteen,O,O,O,O
minutes,O,O,O,O
in,O,O,O,O
double,O,O,O,O
boiler,O,O,O,O
;,O,O,O,O
remove,O,O,O,O
from,O,O,O,O
fire,O,O,O,O
and,O,O,O,O
add,O,O,O,O
sugar,O,O,O,O
and,O,O,O,O
beat,O,O,O,O
in,O,O,O,O
marsh,O,O,O,O
##mal,O,O,O,O
##low,O,O,O,O
##s,O,O,O,O
.,O,O,O,O
add,O,O,O,O
vanilla,O,O,O,O
and,O,O,O,O
fold,O,O,O,O
in,O,O,O,O
egg,O,O,O,O
whites,O,O,O,O
.,O,O,O,O
cool,O,O,O,O
.,O,O,O,O
margaret,O,O,O,O
taylor,O,O,O,O
